Date,DOY,Year,Location,AMAV,AMGP,BASA,BBPL,BBSA,BLOY,BLTU,DUNL,GRYE,KILL,LBCU,LBDO,LESA,LEYE,MAGO,PAGP,PEEPS,PESA,REKN,RNPH,RUTU,SAND,SBDO,SEPL,SESA,SPSA,STSA,SURF,UNDO,WATA,WESA,WHIM,WISN,YELLOW
1995-04-25,115,1995,Arakan Flats,0,0,0,0,0,0,0,307,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0
1995-04-25,115,1995,Chesterman Beach,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,290,0,0,0
1995-04-25,115,1995,Doug Banks' Flats,0,0,0,17,0,0,0,682,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,602,0,1012,0,0,0
1995-04-25,115,1995,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,132,0,0,0
1995-04-25,115,1995,South Bay/Maltby Slough,0,0,0,12,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,1263,0,0,0
1995-04-26,116,1995,Arakan Flats,0,0,0,18,0,0,0,224,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,1087,0,0,0
1995-04-26,116,1995,Chesterman Beach,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,32,0,0,0
1995-04-26,116,1995,Doug Banks' Flats,0,0,0,30,0,0,0,357,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,1099,6,0,0
1995-04-26,116,1995,Ducking Flats,0,0,0,0,0,0,0,95,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,1443,0,0,0
1995-04-26,116,1995,South Bay/Maltby Slough,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,2000,0,0,0
1995-04-27,117,1995,Arakan Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1000,0,0,0
1995-04-27,117,1995,Chesterman Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0
1995-04-27,117,1995,Doug Banks' Flats,0,0,0,30,0,0,0,607,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,1870,0,0,0
1995-04-27,117,1995,Grice Bay - Boat Launch,0,0,0,1,0,0,0,33,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,103,0,0,0
1995-04-27,117,1995,"Grice Bay - Road, Islet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,150,62,0,0
1995-04-28,118,1995,Chesterman Beach,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,33,0,0,0
1995-04-28,118,1995,Doug Banks' Flats,0,0,0,10,0,0,0,438,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,0,4933,1,0,0
1995-04-29,119,1995,Arakan Flats,0,0,0,10,0,0,0,439,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,1590,0,0,0
1995-04-29,119,1995,Doug Banks' Flats,0,0,0,0,0,0,0,336,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,4998,0,0,0
1995-04-29,119,1995,Ducking Flats,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,600,3,0,0
1995-04-29,119,1995,Grice Bay - Boat Launch,0,0,0,0,0,0,0,156,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,656,77,0,0
1995-04-29,119,1995,"Grice Bay - Road, Islet",0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,65,38,0,0
1995-04-30,120,1995,Arakan Flats,0,0,0,13,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,190,0,0,13
1995-04-30,120,1995,Doug Banks' Flats,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,2150,5,0,6
1995-04-30,120,1995,Ducking Flats,0,0,0,8,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,830,0,0,0
1995-04-30,120,1995,Grice Bay - Boat Launch,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,0,139,251,0,0
1995-04-30,120,1995,"Grice Bay - Road, Islet",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,20,0,0
1995-05-01,121,1995,Arakan Flats,0,0,0,15,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,469,0,0,0
1995-05-01,121,1995,Chesterman Beach,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40,0,0,0,0,0,0,350,0,0,0
1995-05-01,121,1995,Doug Banks' Flats,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,2975,7,0,0
1995-05-01,121,1995,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0
1995-05-01,121,1995,Grice Bay,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,0,183,180,0,0
1995-05-01,121,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2850,0,0,0
1995-05-02,122,1995,Arakan Flats,0,0,0,5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,6
1995-05-02,122,1995,Chesterman Beach,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,81,0,0,0,0,0,0,335,1,0,0
1995-05-02,122,1995,Doug Banks' Flats,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,3500,20,0,0
1995-05-02,122,1995,Ducking Flats,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,2090,0,0,0
1995-05-02,122,1995,Grice Bay,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,0,2680,46,0,0
1995-05-02,122,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690,0,0,0
1995-05-03,123,1995,Arakan Flats,0,0,0,16,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,3825,0,0,0
1995-05-03,123,1995,Chesterman Beach,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,370,0,0,0
1995-05-03,123,1995,Doug Banks' Flats,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,4485,0,0,0
1995-05-03,123,1995,Ducking Flats,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,38,7,0,0
1995-05-03,123,1995,Grice Bay,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,2000,100,0,0
1995-05-03,123,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0
1995-05-04,124,1995,Arakan Flats,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,2330,0,0,0
1995-05-04,124,1995,Chesterman Beach,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,60,0,0,0,0,0,0,115,0,0,0
1995-05-04,124,1995,Doug Banks' Flats,0,0,0,0,0,0,0,347,0,0,0,0,347,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,750,0,3706,20,0,0
1995-05-04,124,1995,Ducking Flats,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,0,0
1995-05-04,124,1995,Grice Bay,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,40,12,0,0
1995-05-04,124,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0
1995-05-05,125,1995,Arakan Flats,0,0,0,0,0,0,0,85,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,0,0,0
1995-05-05,125,1995,Chesterman Beach,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,46,1,0,0
1995-05-05,125,1995,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,42,47,0,0
1995-05-05,125,1995,Grice Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,50,17,0,0
1995-05-05,125,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,330,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,0,0,0
1995-05-06,126,1995,Arakan Flats,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1995-05-06,126,1995,Doug Banks' Flats,0,0,0,0,0,0,0,278,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,660,0,0,0
1995-05-06,126,1995,Ducking Flats,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,18,0,0
1995-05-06,126,1995,Grice Bay,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,8,58,0,0
1995-05-06,126,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,77,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,0,0,0
1995-05-07,127,1995,Arakan Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0
1995-05-07,127,1995,Doug Banks' Flats,0,0,0,0,0,0,0,250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,750,48,0,0
1995-05-07,127,1995,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
1995-05-07,127,1995,South Bay/Maltby Slough,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,0
1995-05-08,128,1995,Chesterman Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0
1995-05-08,128,1995,Doug Banks' Flats,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,362,12,0,0
1995-05-08,128,1995,Grice Bay - Boat Launch,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,129,8,0,0
1995-05-08,128,1995,"Grice Bay - Road, Islet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,12,12,0,0
2011-04-20,110,2011,Tofino Airport,0,0,0,2,0,0,0,1,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0
2011-04-22,112,2011,Chesterman Beach,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
2011-04-22,112,2011,Indian Island Roost,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-22,112,2011,Sharp Road Lookout,0,0,0,17,0,2,0,50,0,0,0,0,15,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0
2011-04-22,112,2011,South Bay/Maltby Slough,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-22,112,2011,Tofino Rocks,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2011-04-23,113,2011,Arakan Flats,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,11,0,0,0
2011-04-23,113,2011,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,113,2011,Sharp Road Lookout,0,0,0,24,0,0,0,186,1,0,0,2,5,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,242,0,0,0
2011-04-23,113,2011,Tofino Airport,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-24,114,2011,Arakan Flats,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-24,114,2011,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-24,114,2011,South Bay/Maltby Slough,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2011-04-25,115,2011,Arakan Flats,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,115,2011,Doug Banks' Flats,0,0,0,2,0,0,0,350,0,0,0,0,50,0,6,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,625,1,0,0
2011-04-25,115,2011,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,115,2011,South Bay/Maltby Slough,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
2011-04-25,115,2011,Tofino Rocks,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-26,116,2011,Arakan Flats,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-26,116,2011,Doug Banks' Flats,1,0,0,1,0,0,0,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,18,0,0
2011-04-26,116,2011,Ducking Flats,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0
2011-04-26,116,2011,South Bay/Maltby Slough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
2011-04-26,116,2011,Tofino Airport,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0
2011-04-27,117,2011,Chesterman Beach,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
2011-04-27,117,2011,Tofino Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,27,0,1,0
2011-04-28,118,2011,Arakan Flats,0,0,0,75,0,0,0,61,0,0,0,0,0,4,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,240,0,0,0
2011-04-28,118,2011,Ducking Flats,0,0,0,28,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,430,0,0,0
2011-04-28,118,2011,Grice Bay - Boat Launch,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,120,0,30,79,0,0
2011-04-28,118,2011,Sharp Road Lookout,0,0,0,3,0,0,0,120,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1770,0,0,0
2011-04-28,118,2011,South Bay/Maltby Slough,0,0,0,4,0,0,0,117,0,0,0,0,30,0,0,0,115,0,0,0,0,0,101,1,0,0,0,0,0,0,770,0,0,0
2011-04-28,118,2011,Stubbs Island,0,0,0,13,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,47,0,0,0
2011-04-28,118,2011,Tofino Rocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0
2011-04-29,119,2011,Chesterman Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0
2011-04-29,119,2011,Doug Banks' Flats,0,0,0,0,0,0,0,150,0,0,0,0,100,0,0,0,200,0,0,0,0,0,202,0,0,0,0,0,0,0,1500,11,0,0
2011-04-29,119,2011,Grice Bay - Boat Launch,0,0,0,7,0,0,0,23,16,0,0,0,51,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,34,192,0,0
2011-04-29,119,2011,Sharp Road Lookout,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,2300,0,0,0
2011-04-29,119,2011,Tofino Airport,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,120,2011,Arakan Flats,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1304,0,0,0
2011-04-30,120,2011,Chesterman Beach,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,9,0,0,0
2011-04-30,120,2011,Doug Banks' Flats,0,0,0,5,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,70,0,825,0,0,0
2011-04-30,120,2011,Ducking Flats,0,0,0,0,0,0,0,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0
2011-04-30,120,2011,Sharp Road Lookout,1,0,0,2,0,0,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0
2011-04-30,120,2011,South Bay/Maltby Slough,0,0,0,14,0,0,0,17,0,0,0,0,0,0,0,0,80,0,0,0,0,0,10,0,0,0,0,0,0,0,621,0,0,0
2011-04-30,120,2011,Tofino Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,121,2011,Arakan Flats,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,69,0,0,0
2011-05-01,121,2011,Chesterman Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2011-05-01,121,2011,Doug Banks' Flats,0,0,0,7,0,0,0,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0,104,5,0,0,0,0,0,0,1020,7,0,0
2011-05-01,121,2011,Ducking Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,121,2011,South Bay/Maltby Slough,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,450,0,0,0
2011-05-02,122,2011,Chesterman Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-02,122,2011,Doug Banks' Flats,0,0,0,16,0,0,0,93,10,0,0,0,600,4,0,0,950,0,1,0,0,0,591,10,0,0,0,0,0,0,3475,54,0,0
2011-05-03,123,2011,Arakan Flats,0,0,0,5,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,71,0,2299,0,0,0
2011-05-03,123,2011,Chesterman Beach,0,0,0,3,0,2,0,141,0,0,0,0,63,0,0,0,48,0,0,0,0,1,50,89,0,0,0,0,0,0,798,0,0,0
2011-05-03,123,2011,Doug Banks' Flats,0,0,0,0,0,0,0,600,0,0,0,9,800,0,1,0,0,0,0,0,0,0,400,10,0,0,0,0,0,0,7000,28,0,0
2011-05-03,123,2011,Ducking Flats,0,0,0,33,0,0,0,168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,19,0,0,0,0,4,0,2026,0,0,0
2011-05-03,123,2011,South Bay/Maltby Slough,0,0,0,10,0,0,0,1215,5,0,0,0,300,0,0,0,0,0,0,0,0,0,962,9,0,0,0,0,0,0,13060,0,0,0
2011-05-04,124,2011,Doug Banks' Flats,0,0,0,0,0,0,0,130,0,0,0,0,10,0,1,0,0,0,0,0,0,10,307,0,0,0,0,0,0,0,13630,10,0,0
2011-05-04,124,2011,Grice Bay,0,0,0,0,0,0,0,40,1,0,0,0,15,0,0,0,0,0,0,0,0,0,270,1,0,0,0,0,0,0,1326,401,0,0
2011-05-04,124,2011,Grice Bay - Boat Launch,0,0,0,0,46,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,2126,916,0,0
2011-05-04,124,2011,Tofino Airport,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0
2011-05-05,125,2011,Arakan Flats,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,25,0,0,0,0,0,44,0,0,0,0,0,2,0,191,0,0,0
2011-05-05,125,2011,Ducking Flats,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0
2011-05-05,125,2011,South Bay/Maltby Slough,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,0,0,0,0,5900,0,0,0
2011-05-06,126,2011,Arakan Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2095,0,0,0
2011-05-06,126,2011,Doug Banks' Flats,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,7505,0,0,0
2011-05-06,126,2011,Grice Bay,0,0,0,8,0,0,0,1901,1,0,0,0,455,0,1,0,0,0,0,0,0,0,470,13,0,0,0,0,0,0,7815,299,0,0
2011-05-06,126,2011,Grice Bay - Boat Launch,0,0,0,3,41,0,0,931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,16,2,0,0,0,0,0,9332,274,0,0
2011-05-06,126,2011,South Bay/Maltby Slough,0,0,0,35,0,0,0,140,6,0,0,0,0,3,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,24780,0,0,0
2011-05-07,127,2011,Chesterman Beach,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0
2011-05-07,127,2011,Doug Banks' Flats,0,0,0,2,0,0,0,150,12,0,0,1,300,0,6,1,0,0,5,0,0,0,450,7,0,0,0,0,0,0,1200,128,0,0
2011-05-07,127,2011,Grice Bay - Boat Launch,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,304,0,240,250,0,0
2011-05-08,128,2011,Arakan Flats,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2011-05-08,128,2011,Chesterman Beach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,32,0,0,0
2011-05-08,128,2011,Doug Banks' Flats,0,0,0,80,0,0,0,650,0,0,0,0,600,2,0,0,0,0,0,0,0,0,420,1,0,0,0,0,0,0,2400,89,0,0
